,Status,Close Date,Close Price,Property_ID,New Construction Type,MLS Number,List Agent Full Name,List Agent MLSID,List Office Name,Property Address
463,Closed,7/31/2020,299900.0,NA,Completed/Never Occupied,170304931,Mark H Mooney,MOONEYMH,"Mooney Real Estate, LLC",751 George Washington Turnpike  A Burlington Connecticut 06013
464,Closed,7/30/2020,699867.0,NA,To Be Built,170093966,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,114 Long Meadow-homesite 26 Drive  South Windsor Connecticut 06074
465,Closed,7/30/2020,370000.0,NA,To Be Built,170144721,Harry Finer,FINERH,William Raveis Real Estate,Lot 6 Jack English Drive  Middletown Connecticut 06457
466,Closed,7/30/2020,241750.0,NA,Under Construction,170177721,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,77 Lexie Lane  113 South Windsor Connecticut 06074
467,Closed,7/30/2020,412790.0,NA,To Be Built,170207065,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,8 Arrowwood Court 193 Middlebury Connecticut 06762
468,Closed,7/30/2020,494900.0,NA,Completed/Never Occupied,170290544,John R Lepore,LEPOREJ,Berkshire Hathaway NE Prop.,5 Anthonys Way  Bloomfield Connecticut 06002
469,Closed,7/30/2020,3190.0,NA,Torn Down & Rebuilt,170304144,Joyce Gilbert,JGILB5,Coldwell Banker Realty,94 East Avenue 4A Norwalk Connecticut 06851
470,Closed,7/30/2020,2425.0,NA,Completed/Never Occupied,170314687,Melanie Healey,JHEALE1,NewBridge Properties,5 Stoneridge Circle 5 Stamford Connecticut 06902
471,Closed,7/29/2020,874834.0,NA,To Be Built,170060194,Nicole M Defrancesco,defrancn,Thomas Jacovino,111 Longmeadow- homesite21 Drive  South Windsor Connecticut 06042
472,Closed,7/29/2020,442042.0,NA,To Be Built,170191179,Andrea Bannerman,20635,Thomas Jacovino,5 West Cross Trail 118 Danbury Connecticut 06810
473,Closed,7/29/2020,291500.0,NA,To Be Built,170201132,Kenneth Shove,SHOVEKEN,Coldwell Banker Realty,22 Pondview Circle at Pond Spring Village 81 Beacon Falls Connecticut 06403
474,Closed,7/29/2020,4500.0,NA,Completed/Never Occupied,170277789,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street 301 Westport Connecticut 06880
475,Closed,7/29/2020,2225.0,NA,Completed/Never Occupied,170290580,Tim Debowes,18139,"Hathaway, Inc.",467 Glenbrook Road 301 Stamford Connecticut 06906
476,Closed,7/28/2020,604041.0,NA,To Be Built,170162394,Suzanne B DeMarco,21546,Thomas Jacovino,49 Crossing Way 57 Bethel Connecticut 06801
477,Closed,7/28/2020,285000.0,NA,To Be Built,170179001,Nancy Addessio,ADDESSNA,"Showcase Realty, Inc.",Lot 27 Heritage Hill   Wolcott Connecticut 06716
478,Closed,7/28/2020,279900.0,NA,Completed/Never Occupied,170284321,Dawn Cabral,cabralda,"West View Properties, LLC",23 Stevens Boulevard  Thomaston Connecticut 06787
479,Closed,7/27/2020,205000.0,NA,Under Construction,170248556,Michelle G Mateo,MATEMICH,"Kaerus Property Group, LLC",30 Riverview Street  New Haven Connecticut 06513
480,Closed,7/27/2020,365000.0,NA,Completed/Never Occupied,170258676,Ryan Peterson,PETERSOR,Century 21 AllPoints Realty,8 West River Road  East Windsor Connecticut 06088
481,Closed,7/27/2020,396340.0,NA,To Be Built,170258810,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Roads 13 Southington Connecticut 06489
482,Closed,7/27/2020,479403.0,NA,Under Construction,170268035,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",37 Teakwood Dr   Southington Connecticut 06489
483,Closed,7/27/2020,265000.0,NA,Completed/Never Occupied,170271505,Lisa Gillette,GILLETTL,Keller Williams Realty,6 Gillette Way   Bristol Connecticut 06010
484,Closed,7/24/2020,446233.0,NA,To Be Built,170104092,Kathy Palagonia,PALAGONK,Thomas Jacovino,7 Cherry Circle 286 Prospect Connecticut 06712
485,Closed,7/24/2020,789900.0,NA,Under Construction,170148988,Donna McNamara,MCNAMARAD,RMS Real Estate Group,159-7 Colonial Road 4 Stamford Connecticut 06906
486,Closed,7/24/2020,638631.0,NA,Under Construction,170178065,Andrea Bannerman,20635,Thomas Jacovino,88 Winding Ridge Way 93 Danbury Connecticut 06810
487,Closed,7/24/2020,457595.0,NA,To Be Built,170201602,Andrea Bannerman,20635,Thomas Jacovino,161 Brentwood Circle 16 Danbury Connecticut 06810
488,Closed,7/24/2020,500884.0,NA,To Be Built,170235722,Wendy L. O'Donnell,ODONNELW,EG Group Realty,26 Park Avenue  Stonington Connecticut 06355
489,Closed,7/24/2020,3575000.0,NA,Under Construction,170250338,Becky Munro,7986,Halstead Real Estate,47 Five Mile River Road  Darien Connecticut 06820
490,Closed,7/24/2020,499900.0,NA,To Be Built,170262035,Stephen Guarrera,7830,Carey & Guarrera Real Estate,114 Wells View Road  Shelton Connecticut 06484
491,Closed,7/24/2020,689000.0,NA,Under Construction,170318560,Jennifer H DeLaurentis,20543,Higgins Group Real Estate,208 Country Road  Fairfield Connecticut 06824
492,Closed,7/23/2020,445900.0,NA,Completed/Never Occupied,170220653,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,37 Cambridge Court  Simsbury Connecticut 06070
493,Closed,7/23/2020,6375.0,NA,Completed/Never Occupied,170260214,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane 314 Westport Connecticut 06880
494,Closed,7/22/2020,364309.0,NA,To Be Built,G10131689,Meredith Colasanto,COLASANM,Thomas Jacovino,4 ARROWWOOD Court 195 Middlebury Connecticut 06762
495,Closed,7/22/2020,582995.0,NA,Under Construction,170168877,Andrea Bannerman,20635,Thomas Jacovino,66 Winding Ridge Way 104 Danbury Connecticut 06810
496,Closed,7/22/2020,269900.0,NA,Under Construction,170247305,Doug Blackwood,BLACKWOD,Calcagni Real Estate,65 Beecher Walk 5 Orange Connecticut 06477
497,Closed,7/22/2020,320000.0,NA,Under Construction,170252284,Dean P Markham,MARKHAMD,Berkshire Hathaway NE Prop.,16 Cedar Ridge Road  East Hampton Connecticut 06424
498,Closed,7/22/2020,2100.0,NA,Completed/Never Occupied,170303441,Tim Debowes,18139,"Hathaway, Inc.",3 Elmcrest Terrace 204 Norwalk Connecticut 06850
499,Closed,7/21/2020,414578.0,NA,To Be Built,170235359,Wendy L. O'Donnell,ODONNELW,EG Group Realty,27 Park Avenue  Stonington Connecticut 06355
500,Closed,7/21/2020,450453.0,NA,To Be Built,170237751,Andrea Bannerman,20635,Thomas Jacovino,26 West Cross Trail 123 Danbury Connecticut 06810
501,Closed,7/20/2020,505000.0,NA,To Be Built,170181227,John Huhn,HUHNJO,Coldwell Banker Realty,7 SeaView Terrace  Waterford Connecticut 06385
502,Closed,7/20/2020,293000.0,NA,Completed/Never Occupied,170263244,James Celio,CELIOJA,Century 21 AllPoints Realty,31 Barber's Way  Hebron Connecticut 06248
503,Closed,7/20/2020,454000.0,NA,Completed/Never Occupied,170286126,Barbara Sylvester,JSYL1,Carey & Guarrera Real Estate,2 PERRY HILL ESTATES Road 2 Shelton Connecticut 06484
504,Closed,7/20/2020,1900.0,NA,Completed/Never Occupied,170292965,Gordon A Fish,fishg,D.W. Fish Real Estate,75 Fairfield Street  Manchester Connecticut 06040
505,Closed,7/17/2020,446125.0,NA,To Be Built,170181224,John Huhn,HUHNJO,Coldwell Banker Realty,6 SeaView Terrace  Waterford Connecticut 06385
506,Closed,7/17/2020,295000.0,NA,Under Construction,170233357,Mark H Mooney,MOONEYMH,"Mooney Real Estate, LLC",747 George Washington  A Burlington Connecticut 06013
507,Closed,7/17/2020,543131.14,NA,To Be Built,170240434,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,17 Partridge Court   East Lyme Connecticut 06333
508,Closed,7/17/2020,557750.0,NA,To Be Built,170241619,Renee Meuse,MEUSER,Century 21 AllPoints Realty,27 Sweetheart Mountain (Lot 11)   Canton Connecticut 06019
509,Closed,7/17/2020,426381.0,NA,To Be Built,170261972,Sandra Fehrs,FEHRSSAN,Calcagni Real Estate,"47 Hillcrest Village, Lot 47   Southington Connecticut 06489"
510,Closed,7/16/2020,436249.0,NA,Under Construction,170285851,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,9 HIGHRIDGE Road 146 Middlebury Connecticut 06762
511,Closed,7/16/2020,825.0,NA,Completed/Never Occupied,170310567,ANNESA BORLA,BORLAAN,Borla & Associates LLC Real Estate,464 Prospect Street  Torrington Connecticut 06790
512,Closed,7/15/2020,434122.0,NA,To Be Built,170104074,Kathy Palagonia,PALAGONK,Thomas Jacovino,9 Cherry Circle 285 Prospect Connecticut 06712
513,Closed,7/15/2020,2445.0,NA,Completed/Never Occupied,170297236,Melanie Healey,JHEALE1,NewBridge Properties,40 Merrell Avenue 40 Stamford Connecticut 06902
514,Closed,7/14/2020,340000.0,NA,Model,170238070,Nikki Trocchio,trocchion,Calcagni Real Estate,lot 6 Ridgewood Road  Middletown Connecticut 06457
515,Closed,7/14/2020,3000.0,NA,Completed/Never Occupied,170294564,Stephen Glennon,GLENNONS,William Pitt Sotheby's Int'l,106 Buffalo Bay Road  Madison Connecticut 06443
516,Closed,7/13/2020,380358.0,NA,To Be Built,170154260,Kathy Palagonia,PALAGONK,Thomas Jacovino,45 Tamarack Court 299 Prospect Connecticut 06712
517,Closed,7/13/2020,368730.0,NA,To Be Built,170240664,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Roads 1 Southington Connecticut 06489
518,Closed,7/10/2020,402886.0,NA,To Be Built,170180538,Lori Gabriel,GABRIELL,Coldwell Banker Realty,4 Jessie Lane Lot 16 East Windsor Connecticut 06016
519,Closed,7/10/2020,486103.0,NA,To Be Built,170207071,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,140 Ridgewood Drive 199 Middlebury Connecticut 06762
520,Closed,7/9/2020,362207.0,NA,To Be Built,170154212,Kathy Palagonia,PALAGONK,Thomas Jacovino,52 Tamarack Court 291 Prospect Connecticut 06712
521,Closed,7/9/2020,2100.0,NA,Completed/Never Occupied,170295193,Tim Debowes,18139,"Hathaway, Inc.",3 Elmcrest Terrace 402 Norwalk Connecticut 06850
522,Closed,7/8/2020,3725.0,NA,Completed/Never Occupied,170299782,Aida M Pedroza,22103,William Pitt Sotheby's Int'l,850 Pacific Street 124 Stamford Connecticut 06902
523,Closed,7/8/2020,4275.0,NA,Completed/Never Occupied,170299823,Aida M Pedroza,22103,William Pitt Sotheby's Int'l,850 Pacific Street 122 Stamford Connecticut 06902
524,Closed,7/7/2020,578440.0,NA,To Be Built,170178070,Andrea Bannerman,20635,Thomas Jacovino,86 Winding Ridge Way 94 Danbury Connecticut 06810
525,Closed,7/6/2020,742106.0,NA,To Be Built,170103631,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,120 Long Meadow homesite 25 Drive  South Windsor Connecticut 06074
526,Closed,7/6/2020,388000.0,NA,To Be Built,170278796,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Road  15 Southington Connecticut 06489
527,Closed,7/3/2020,1200.0,NA,Completed/Never Occupied,170303131,Randall S Russ,ERUSSR,Russ Real Estate,16 Downer Street 1 Stonington Connecticut 06379
528,Closed,7/2/2020,448500.0,NA,To Be Built,170137451,James Porto,PORTOJA,Coldwell Banker Realty,16 Riverbend Drive  Oxford Connecticut 06478
529,Closed,7/2/2020,499900.0,NA,To Be Built,170230331,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,97 Oakmont Drive  Southington Connecticut 06489
530,Closed,7/1/2020,616821.0,NA,To Be Built,170256632,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,11 Prospect Ridge   Simsbury Connecticut 06070
531,Closed,7/1/2020,1650.0,NA,Completed/Never Occupied,170271356,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",27 Tridell Dr  3 Southington Connecticut 06479
532,Closed,7/1/2020,494000.0,NA,Completed/Never Occupied,170289354,Stephen J Barberino,BARBERIS,Stephen Realty & Development,2 windswept   Farmington Connecticut 06085
533,Closed,6/30/2020,529900.0,NA,Completed/Never Occupied,170189477,Walter Nichols,NICHOLWA,Property World,52 Beach Shore Dr.   Milford Connecticut 06460
534,Closed,6/30/2020,353620.0,NA,To Be Built,170207410,Nicole M Defrancesco,defrancn,Thomas Jacovino,33 HIGHRIDGE Drive 158 Middlebury Connecticut 06762
535,Closed,6/30/2020,276510.0,NA,Under Construction,170247298,Doug Blackwood,BLACKWOD,Calcagni Real Estate,67 Beecher Walk 4 Orange Connecticut 06477
536,Closed,6/30/2020,3850.0,NA,Under Construction,170306667,Stephen Zemo,k1134,Copps Hill Realty,62 Prospect Ridge  B5 Ridgefield Connecticut 06877
537,Closed,6/29/2020,497351.0,NA,To Be Built,170201598,Andrea Bannerman,20635,Thomas Jacovino,163 Brentwood Circle 15 Danbury Connecticut 06810
538,Closed,6/29/2020,199900.0,NA,Under Construction,170248565,Michelle G Mateo,MATEMICH,"Kaerus Property Group, LLC",40 Riverview Street  New Haven Connecticut 06513
539,Closed,6/29/2020,1048000.0,NA,Completed/Never Occupied,170274064,Sara Santos,12566,Coldwell Banker Realty,200 Rock Major   Fairfield Connecticut 06824
540,Closed,6/29/2020,4250.0,NA,Completed/Never Occupied,170282705,Matt Murray,4451,Higgins Group Bedford Square,33 Elm Street 1 Westport Connecticut 06880
541,Closed,6/26/2020,310195.0,NA,Under Construction,170185395,Ryan Peterson,PETERSOR,Century 21 AllPoints Realty,21 West River Road  East Windsor Connecticut 06088
542,Closed,6/26/2020,480000.0,NA,Completed/Never Occupied,170206556,Bill COX,COXW,Murphy E J Realty,207 West Street Street  Goshen Connecticut 06756
543,Closed,6/26/2020,394210.0,NA,To Be Built,170207080,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,19 HIGHRIDGE Drive 151 Middlebury Connecticut 06762
544,Closed,6/26/2020,361225.0,NA,Completed/Never Occupied,170253561,Alfred D Serrao,SERRAOA,Pulte Realty of Connecticut In,1065 Augusta Drive 5520 Oxford Connecticut 06478
545,Closed,6/26/2020,306050.0,NA,Under Construction,170270462,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,278 Pepin place  83 South Windsor Connecticut 06074
546,Closed,6/26/2020,492500.0,NA,Under Construction,170277355,Anita Pavone,A2014,Real Estate Two,Lot#9 Cold Spring Drive  Oxford Connecticut 06478
547,Closed,6/26/2020,493460.0,NA,To Be Built,170282648,Lori Gabriel,GABRIELL,Coldwell Banker Realty,67 Middle Road Lot 21 East Windsor Connecticut 06016
548,Closed,6/26/2020,1500.0,NA,Completed/Never Occupied,170301050,Jason D Malagutti,MALAGUTJ,"Regency Real Estate, LLC",35 Lines Court  3 Naugatuck Connecticut 06770
549,Closed,6/26/2020,1500.0,NA,Completed/Never Occupied,170306586,Jason D Malagutti,MALAGUTJ,"Regency Real Estate, LLC",35 Lines Court  1 Naugatuck Connecticut 06770
550,Closed,6/26/2020,1500.0,NA,Completed/Never Occupied,170307880,Jason D Malagutti,MALAGUTJ,"Regency Real Estate, LLC",35 Lines Court  4 Naugatuck Connecticut 06770
551,Closed,6/26/2020,1500.0,NA,Completed/Never Occupied,170308687,Jason D Malagutti,MALAGUTJ,"Regency Real Estate, LLC",35 Lines Court  2 Naugatuck Connecticut 06770
552,Closed,6/25/2020,468491.0,NA,To Be Built,170245920,Wendy L. O'Donnell,ODONNELW,EG Group Realty,25 Park Avenue  Stonington Connecticut 06355
553,Closed,6/25/2020,668915.0,NA,To Be Built,170255695,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,107 North Ridge Court  Southington Connecticut 06489
554,Closed,6/25/2020,3850.0,NA,Under Construction,170306456,Stephen Zemo,k1134,Copps Hill Realty,62 Prospect Ridge  B2 Ridgefield Connecticut 06877
555,Closed,6/23/2020,623000.0,NA,Completed/Never Occupied,170256562,Sal Pandolfi,B8172,"Pandolfi Properties, Inc.",6D Rock Ridge Court  New Fairfield Connecticut 06812
556,Closed,6/22/2020,304900.0,NA,Under Construction,170269515,Donna DiGioia,DIGIOIAD,William Raveis Real Estate,56 Lexington Gardens  North Haven Connecticut 06473
557,Closed,6/19/2020,639475.0,NA,To Be Built,170114616,Suzanne B DeMarco,21546,Thomas Jacovino,47 Crossing Way 56 Bethel Connecticut 06801
558,Closed,6/19/2020,312500.0,NA,Completed/Never Occupied,170146463,Donald P Fitzgerald JR ,fitzgedo,"Showcase Realty, Inc.",29 Fawn Meadow   Naugatuck Connecticut 06770
559,Closed,6/19/2020,457706.0,NA,To Be Built,170254261,Sally Smirnoff,SMIRNOSA,Calcagni Real Estate,"91 Hillcrest Village, Lot 91   Southington Connecticut 06489"
560,Closed,6/19/2020,345000.0,NA,Under Construction,170272868,Ron Rohinsky,ROH1,Halstead Real Estate,273 Brooklawn Avenue  Bridgeport Connecticut 06610
561,Closed,6/19/2020,304984.0,NA,Under Construction,170275747,Dawn Cabral,cabralda,"West View Properties, LLC",7 Bradley Way  Thomaston Connecticut 06787
562,Closed,6/18/2020,425000.0,NA,Completed/Never Occupied,170289916,Peter J Kores,840121,"Turning Point Realty, LLC",154 East Cotton Hill Road  New Hartford Connecticut 06057
563,Closed,6/15/2020,372425.0,NA,To Be Built,170256157,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Roads 10 Southington Connecticut 06489
564,Closed,6/15/2020,265000.0,NA,Completed/Never Occupied,170271871,Lisa Gillette,GILLETTL,Keller Williams Realty,12 Gillette Way   Bristol Connecticut 06010
565,Closed,6/15/2020,4700.0,NA,Completed/Never Occupied,170277782,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street 201 Westport Connecticut 06880
566,Closed,6/15/2020,4900.0,NA,Completed/Never Occupied,170277797,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street 303 Westport Connecticut 06880
567,Closed,6/12/2020,210000.0,NA,Completed/Never Occupied,170257973,Jason Della Valle,DELLAVAJA,Northwest CT Realty,47 Hurlbut   Winchester Connecticut 06098
568,Closed,6/12/2020,2360.0,NA,Torn Down & Rebuilt,170290562,Brittany LeClair,LECLAIRB,William Raveis Real Estate,191 Summer Street 2 Stamford Connecticut 06901
569,Closed,6/11/2020,310000.0,NA,Under Construction,170126648,Kristin M Daly-Murphy,Dalykr,Calcagni Real Estate,157 Mulholland Way  North Haven Connecticut 06473
570,Closed,6/11/2020,399585.0,NA,To Be Built,170218471,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,138 Ridgwood Drive Drive 198 Middlebury Connecticut 06762
571,Closed,6/11/2020,570159.0,NA,To Be Built,170248792,Brette Stern,sternbr,Calcagni Real Estate,140 Victoria Drive  Cheshire Connecticut 06410
572,Closed,6/10/2020,2500.0,NA,Completed/Never Occupied,170302496,Tim Debowes,18139,"Hathaway, Inc.",3 Elmcrest Terrace M2 Norwalk Connecticut 06850
573,Closed,6/9/2020,289900.0,NA,Under Construction,170275773,Dawn Cabral,cabralda,"West View Properties, LLC",1 Bradley Way  Thomaston Connecticut 06787
574,Closed,6/8/2020,4300.0,NA,Completed/Never Occupied,170277793,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street 302 Westport Connecticut 06880
575,Closed,6/8/2020,5000.0,NA,Completed/Never Occupied,170277803,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street two Westport Connecticut 06880
576,Closed,6/5/2020,561106.0,NA,To Be Built,170179444,Sherry Borgeson,BORGESOS,Berkshire Hathaway NE Prop.,96 broad meadow road   Colchester Connecticut 06415
577,Closed,6/5/2020,503400.0,NA,To Be Built,170191167,Andrea Bannerman,20635,Thomas Jacovino,78 Winding Ridge Way 98 Danbury Connecticut 06810
578,Closed,6/5/2020,708141.0,NA,To Be Built,170243362,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,40 Arbor Crossing   East Lyme Connecticut 06333
579,Closed,6/5/2020,361260.0,NA,To Be Built,170253234,Daniela L Volo,VoloDani,Calcagni Real Estate,lot 14 Ridgewood Road  Middletown Connecticut 06457
580,Closed,6/5/2020,229000.0,NA,Under Construction,170267709,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,27 Hummingbird Way  Killingly Connecticut 06241
581,Closed,6/5/2020,2700.0,NA,Completed/Never Occupied,170288400,Tim Debowes,18139,"Hathaway, Inc.",614 Shippan Avenue 112 Stamford Connecticut 06902
582,Closed,6/4/2020,720550.0,NA,To Be Built,170258056,Daniela L Volo,VOLODANI,Calcagni Real Estate,15 Arbor Meadows Drive  Cromwell Connecticut 06416
583,Closed,6/2/2020,1525.0,NA,Completed/Never Occupied,170258003,Teresa C Deasy,DEASYT,COLDWELL BANKER CALABRO,211 Main Street 2-C Middletown Connecticut 06457
584,Closed,6/1/2020,1250.0,NA,Completed/Never Occupied,170245128,Laurie Hayes-Hagstrom,EHAYESL,"On The Move Realty, LLC",634 HOPEVILLE L 51 Road  Griswold Connecticut 06351
585,Closed,5/29/2020,305218.0,NA,Under Construction,170269516,Donna DiGioia,DIGIOIAD,William Raveis Real Estate,10 Lexington Gardens  North Haven Connecticut 06473
586,Closed,5/29/2020,962000.0,NA,Completed/Never Occupied,170277397,Carole Cousins,K1077,Coldwell Banker Realty,1049 Stillwater Road Lot 6 Stamford Connecticut 06902
587,Closed,5/28/2020,648696.0,NA,To Be Built,170060301,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,88 Long Meadow homesite 31 Drive  South Windsor Connecticut 06074
