Status,Close Date,Close Price,Property_ID,New Construction Type,MLS Number,List Agent Full Name,List Agent MLSID,List Office Name,comp_addr
Closed,7/2/2020,499900,,To Be Built,170230331,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,97 Oakmont Drive  Southington Connecticut 06489
Closed,7/1/2020,616821,,To Be Built,170256632,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,11 Prospect Ridge   Simsbury Connecticut 06070
Closed,7/1/2020,1650,,Completed/Never Occupied,170271356,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",27 Tridell Dr  3 Southington Connecticut 06479
Closed,7/1/2020,494000,,Completed/Never Occupied,170289354,Stephen J Barberino,BARBERIS,Stephen Realty & Development,2 windswept   Farmington Connecticut 06085
Closed,6/30/2020,529900,,Completed/Never Occupied,170189477,Walter Nichols,NICHOLWA,Property World,52 Beach Shore Dr.   Milford Connecticut 06460
Closed,6/30/2020,353620,,To Be Built,170207410,Nicole M Defrancesco,defrancn,Thomas Jacovino,33 HIGHRIDGE Drive 158 Middlebury Connecticut 06762
Closed,6/30/2020,276510,,Under Construction,170247298,Doug Blackwood,BLACKWOD,Calcagni Real Estate,67 Beecher Walk 4 Orange Connecticut 06477
Closed,6/30/2020,3850,,Under Construction,170306667,Stephen Zemo,k1134,Copps Hill Realty,62 Prospect Ridge  B5 Ridgefield Connecticut 06877
Closed,6/29/2020,497351,,To Be Built,170201598,Andrea Bannerman,20635,Thomas Jacovino,163 Brentwood Circle 15 Danbury Connecticut 06810
Closed,6/29/2020,199900,,Under Construction,170248565,Michelle G Mateo,MATEMICH,"Kaerus Property Group, LLC",40 Riverview Street  New Haven Connecticut 06513
Closed,6/29/2020,1048000,,Completed/Never Occupied,170274064,Sara Santos,12566,Coldwell Banker Realty,200 Rock Major   Fairfield Connecticut 06824
Closed,6/29/2020,4250,,Completed/Never Occupied,170282705,Matt Murray,4451,Higgins Group Bedford Square,33 Elm Street 1 Westport Connecticut 06880
Closed,6/26/2020,310195,,Under Construction,170185395,Ryan Peterson,PETERSOR,Century 21 AllPoints Realty,21 West River Road  East Windsor Connecticut 06088
Closed,6/26/2020,480000,,Completed/Never Occupied,170206556,Bill COX,COXW,Murphy E J Realty,207 West Street Street  Goshen Connecticut 06756
Closed,6/26/2020,394210,,To Be Built,170207080,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,19 HIGHRIDGE Drive 151 Middlebury Connecticut 06762
Closed,6/26/2020,361225,,Completed/Never Occupied,170253561,Alfred D Serrao,SERRAOA,Pulte Realty of Connecticut In,1065 Augusta Drive 5520 Oxford Connecticut 06478
Closed,6/26/2020,306050,,Under Construction,170270462,Joseph Duva,DUVAJ,T & M Real Estate of CT Inc,278 Pepin place  83 South Windsor Connecticut 06074
Closed,6/26/2020,492500,,Under Construction,170277355,Anita Pavone,A2014,Real Estate Two,Lot#9 Cold Spring Drive  Oxford Connecticut 06478
Closed,6/26/2020,493460,,To Be Built,170282648,Lori Gabriel,GABRIELL,Coldwell Banker Realty,67 Middle Road Lot 21 East Windsor Connecticut 06016
Closed,6/26/2020,1500,,Completed/Never Occupied,170301050,Jason D Malagutti,MALAGUTJ,"Regency Real Estate, LLC",35 Lines Court  3 Naugatuck Connecticut 06770
Closed,6/26/2020,1500,,Completed/Never Occupied,170306586,Jason D Malagutti,MALAGUTJ,"Regency Real Estate, LLC",35 Lines Court  1 Naugatuck Connecticut 06770
Closed,6/26/2020,1500,,Completed/Never Occupied,170307880,Jason D Malagutti,MALAGUTJ,"Regency Real Estate, LLC",35 Lines Court  4 Naugatuck Connecticut 06770
Closed,6/26/2020,1500,,Completed/Never Occupied,170308687,Jason D Malagutti,MALAGUTJ,"Regency Real Estate, LLC",35 Lines Court  2 Naugatuck Connecticut 06770
Closed,6/25/2020,468491,,To Be Built,170245920,Wendy L. O'Donnell,ODONNELW,EG Group Realty,25 Park Avenue  Stonington Connecticut 06355
Closed,6/25/2020,668915,,To Be Built,170255695,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,107 North Ridge Court  Southington Connecticut 06489
Closed,6/25/2020,3850,,Under Construction,170306456,Stephen Zemo,k1134,Copps Hill Realty,62 Prospect Ridge  B2 Ridgefield Connecticut 06877
Closed,6/23/2020,623000,,Completed/Never Occupied,170256562,Sal Pandolfi,B8172,"Pandolfi Properties, Inc.",6D Rock Ridge Court  New Fairfield Connecticut 06812
Closed,6/22/2020,304900,,Under Construction,170269515,Donna DiGioia,DIGIOIAD,William Raveis Real Estate,56 Lexington Gardens  North Haven Connecticut 06473
Closed,6/19/2020,639475,,To Be Built,170114616,Suzanne B DeMarco,21546,Thomas Jacovino,47 Crossing Way 56 Bethel Connecticut 06801
Closed,6/19/2020,312500,,Completed/Never Occupied,170146463,Donald P Fitzgerald JR ,fitzgedo,"Showcase Realty, Inc.",29 Fawn Meadow   Naugatuck Connecticut 06770
Closed,6/19/2020,457706,,To Be Built,170254261,Sally Smirnoff,SMIRNOSA,Calcagni Real Estate,"91 Hillcrest Village, Lot 91   Southington Connecticut 06489"
Closed,6/19/2020,345000,,Under Construction,170272868,Ron Rohinsky,ROH1,Halstead Real Estate,273 Brooklawn Avenue  Bridgeport Connecticut 06610
Closed,6/19/2020,304984,,Under Construction,170275747,Dawn Cabral,cabralda,"West View Properties, LLC",7 Bradley Way  Thomaston Connecticut 06787
Closed,6/18/2020,425000,,Completed/Never Occupied,170289916,Peter J Kores,840121,"Turning Point Realty, LLC",154 East Cotton Hill Road  New Hartford Connecticut 06057
Closed,6/15/2020,372425,,To Be Built,170256157,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Realty,785 South End Roads 10 Southington Connecticut 06489
Closed,6/15/2020,265000,,Completed/Never Occupied,170271871,Lisa Gillette,GILLETTL,Keller Williams Realty,12 Gillette Way   Bristol Connecticut 06010
Closed,6/15/2020,4700,,Completed/Never Occupied,170277782,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street 201 Westport Connecticut 06880
Closed,6/15/2020,4900,,Completed/Never Occupied,170277797,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street 303 Westport Connecticut 06880
Closed,6/12/2020,210000,,Completed/Never Occupied,170257973,Jason Della Valle,DELLAVAJA,Northwest CT Realty,47 Hurlbut   Winchester Connecticut 06098
Closed,6/12/2020,2360,,Torn Down & Rebuilt,170290562,Brittany LeClair,LECLAIRB,William Raveis Real Estate,191 Summer Street 2 Stamford Connecticut 06901
Closed,6/11/2020,310000,,Under Construction,170126648,Kristin M Daly-Murphy,Dalykr,Calcagni Real Estate,157 Mulholland Way  North Haven Connecticut 06473
Closed,6/11/2020,399585,,To Be Built,170218471,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,138 Ridgwood Drive Drive 198 Middlebury Connecticut 06762
Closed,6/11/2020,570159,,To Be Built,170248792,Brette Stern,sternbr,Calcagni Real Estate,140 Victoria Drive  Cheshire Connecticut 06410
Closed,6/10/2020,2500,,Completed/Never Occupied,170302496,Tim Debowes,18139,"Hathaway, Inc.",3 Elmcrest Terrace M2 Norwalk Connecticut 06850
Closed,6/9/2020,289900,,Under Construction,170275773,Dawn Cabral,cabralda,"West View Properties, LLC",1 Bradley Way  Thomaston Connecticut 06787
Closed,6/8/2020,4300,,Completed/Never Occupied,170277793,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street 302 Westport Connecticut 06880
Closed,6/8/2020,5000,,Completed/Never Occupied,170277803,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street two Westport Connecticut 06880
Closed,6/5/2020,561106,,To Be Built,170179444,Sherry Borgeson,BORGESOS,Berkshire Hathaway NE Prop.,96 broad meadow road   Colchester Connecticut 06415
Closed,6/5/2020,503400,,To Be Built,170191167,Andrea Bannerman,20635,Thomas Jacovino,78 Winding Ridge Way 98 Danbury Connecticut 06810
Closed,6/5/2020,708141,,To Be Built,170243362,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,40 Arbor Crossing   East Lyme Connecticut 06333
Closed,6/5/2020,361260,,To Be Built,170253234,Daniela L Volo,VoloDani,Calcagni Real Estate,lot 14 Ridgewood Road  Middletown Connecticut 06457
Closed,6/5/2020,229000,,Under Construction,170267709,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,27 Hummingbird Way  Killingly Connecticut 06241
Closed,6/5/2020,2700,,Completed/Never Occupied,170288400,Tim Debowes,18139,"Hathaway, Inc.",614 Shippan Avenue 112 Stamford Connecticut 06902
Closed,6/4/2020,720550,,To Be Built,170258056,Daniela L Volo,VOLODANI,Calcagni Real Estate,15 Arbor Meadows Drive  Cromwell Connecticut 06416
Closed,6/2/2020,1525,,Completed/Never Occupied,170258003,Teresa C Deasy,DEASYT,COLDWELL BANKER CALABRO,211 Main Street 2-C Middletown Connecticut 06457
Closed,6/1/2020,1250,,Completed/Never Occupied,170245128,Laurie Hayes-Hagstrom,EHAYESL,"On The Move Realty, LLC",634 HOPEVILLE L 51 Road  Griswold Connecticut 06351
Closed,5/29/2020,305218,,Under Construction,170269516,Donna DiGioia,DIGIOIAD,William Raveis Real Estate,10 Lexington Gardens  North Haven Connecticut 06473
Closed,5/29/2020,962000,,Completed/Never Occupied,170277397,Carole Cousins,K1077,Coldwell Banker Realty,1049 Stillwater Road Lot 6 Stamford Connecticut 06902
Closed,5/28/2020,648696,,To Be Built,170060301,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,88 Long Meadow homesite 31 Drive  South Windsor Connecticut 06074
Closed,5/28/2020,347902,,To Be Built,170218472,Nicole M Defrancesco,DEFRANCN,Thomas Jacovino,37 HIGHRIDGE Road 160 Middlebury Connecticut 06762
Closed,5/28/2020,3000,,Completed/Never Occupied,170263077,Stephen Guarrera,7830,Carey & Guarrera Real Estate,108 Wells View Road  Shelton Connecticut 06484
Closed,5/28/2020,499815,,Under Construction,170275875,Sally Smirnoff,SMIRNOSA,Calcagni Real Estate,"61 Hillcrest Village, Lot 61   Southington Connecticut 06489"
Closed,5/28/2020,1025,,Completed/Never Occupied,170289920,Marc Gottesdiener,GOTTESDM,"Marc Gottesdiener & Co., Inc.",18 Farmington Avenue B-2 New Britain Connecticut 06053
Closed,5/27/2020,3975,,Completed/Never Occupied,170210146,Penne B Weicker,16081,Halstead Real Estate,16 Cross Street 306 New Canaan Connecticut 06840
Closed,5/27/2020,560000,,Completed/Never Occupied,170260634,Basil Amso,9958,Re/Max Right Choice,111 Washington   Stratford Connecticut 06615
Closed,5/27/2020,3600,,Completed/Never Occupied,170277788,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street 204 Westport Connecticut 06880
Closed,5/26/2020,377500,,To Be Built,170166316,Britany L Goyen,GOYENB,New England Prestige Realty,25 Naubuc Ave  3 Glastonbury Connecticut 06033
Closed,5/26/2020,565213,,To Be Built,170236788,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,213 North Ridge Court  Southington Connecticut 06489
Closed,5/26/2020,1025,,Completed/Never Occupied,170289922,Marc Gottesdiener,GOTTESDM,"Marc Gottesdiener & Co., Inc.",18 Farmington Avenue A-2 New Britain Connecticut 06053
Closed,5/22/2020,299900,,To Be Built,170196439,Jean C Gagliardi,JEANGAG,Century 21 AllPoints Realty,85 Hunt Lane  East Haven Connecticut 06513
Closed,5/22/2020,361000,,Completed/Never Occupied,170249756,Ashley Backman,BACKMANA,Coldwell Banker Realty,47 Pine Dr   Burlington Connecticut 06013
Closed,5/22/2020,457540,,To Be Built,170253779,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,10 Prospect Ridge   Simsbury Connecticut 06070
Closed,5/22/2020,216000,,Completed/Never Occupied,170264628,Yasmina Delacruz-Bailey,21391,Century 21 Scala Group,790 Seaview Avenue 4 Bridgeport Connecticut 06607
Closed,5/21/2020,1985000,,Completed/Never Occupied,170273972,Ashley Dineen,5526,"Compass Connecticut, LLC",8 Pond Street   Norwalk Connecticut 06853
Closed,5/21/2020,589900,,Completed/Never Occupied,170281258,Lindsey Gozzi,GOZZIL,"Gozzi Properties, LLC",599 West Lake Avenue  Guilford Connecticut 06437
Closed,5/20/2020,496334,,To Be Built,170191032,Andrea Bannerman,20635,Thomas Jacovino,2 West Cross Trail 121 Danbury Connecticut 06810
Closed,5/20/2020,229900,,Under Construction,170267724,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,25 Hummingbird Way  Killingly Connecticut 06241
Closed,5/20/2020,349000,,To Be Built,170278179,Bb Realty Ct,BBREALTY,"eRealty Advisors, Inc.",25 Naubuc Ave  1 Glastonbury Connecticut 06033
Closed,5/20/2020,2435,,Completed/Never Occupied,170286891,Melanie Healey,JHEALE1,NewBridge Properties,42 Merrell Avenue 42 Stamford Connecticut 06902
Closed,5/19/2020,665388,,Under Construction,170149773,Suzanne B DeMarco,21546,Thomas Jacovino,25 South Crossing Way 45 Bethel Connecticut 06801
Closed,5/19/2020,499900,,Under Construction,170261962,Stephen Guarrera,7830,Carey & Guarrera Real Estate,124 Wells View Road  Shelton Connecticut 06484
Closed,5/18/2020,587496,,To Be Built,170250028,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,231 North Ridge Court  Southington Connecticut 06489
Closed,5/18/2020,6000,,Completed/Never Occupied,170260213,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane 310 Westport Connecticut 06880
Closed,5/16/2020,2175,,Completed/Never Occupied,170286762,Todd Turcotte,15726,Milligan Realty.com,30 Ferris Avenue B2 Norwalk Connecticut 06854
Closed,5/15/2020,425000,,Under Construction,170162157,Leanne M DelRosso,DELROSLE,Calcagni Real Estate,230 Richmond Glen Drive 41 Cheshire Connecticut 06410
Closed,5/15/2020,716134,,Under Construction,170218893,Gemma Carrier,SANDERSG,Berkshire Hathaway NE Prop.,48 Arbor Crossing   East Lyme Connecticut 06333
Closed,5/15/2020,721000,,To Be Built,170235814,Katherine L Smith,SMITHKAT,Berkshire Hathaway NE Prop.,Lot 7 Beechwood Court  Cheshire Connecticut 06410
Closed,5/15/2020,425704,,To Be Built,170246377,Renee Meuse,MEUSER,Century 21 AllPoints Rlty,22 Sweetheart Mountain (Lot 4)   Canton Connecticut 06109
Closed,5/15/2020,399900,,Model,170250217,Bridie Bradbury,bradbubr,Calcagni Real Estate,138 Mulholland Way  North Haven Connecticut 06473
Closed,5/15/2020,3500,,Completed/Never Occupied,170282727,Matt Murray,4451,Higgins Group Bedford Square,33 Elm Street 3 Westport Connecticut 06880
Closed,5/14/2020,1500,,Completed/Never Occupied,170255968,Mary Ann Agostini,EAGOSTINM,William Pitt Sotheby's Int'l,12 River Road 210 Stonington Connecticut 06379
Closed,5/13/2020,745015,,To Be Built,170091127,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,129 Longmeadow-homesite 23 Drive  South Windsor Connecticut 06042
Closed,5/13/2020,515335,,To Be Built,170133737,Andrea Bannerman,20635,Thomas Jacovino,68 Winding Ridge Way 103 Danbury Connecticut 06810
Closed,5/12/2020,546368,,Under Construction,170127384,Mary Alice Widness,WIDNESSMA,Berkshire Hathaway NE Prop.,13 Essex Glen Drive  Essex Connecticut 06426
Closed,5/12/2020,387500,,Model,170265015,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,4D Mill Pond Lane  Simsbury Connecticut 06070
Closed,5/11/2020,10000,,Completed/Never Occupied,170271565,Anthony Longo II ,22074,William Raveis Real Estate,255 Bruce Park Avenue D Greenwich Connecticut 06830
Closed,5/11/2020,8700,,Completed/Never Occupied,170274478,Anthony Longo II ,22074,William Raveis Real Estate,257 Bruce Park Avenue A Greenwich Connecticut 06830
Closed,5/11/2020,2200,,Completed/Never Occupied,170277308,Bill Parry Iii,PARRYWI,Joy Real Estate,43 Golden Hill   Milford Connecticut 06460
Closed,5/11/2020,726582,,To Be Built,170290066,John A Mastrianni,MASTRIAJ,Appletown Realty Inc.,35 Tanbark Trail Extension Trail  Farmington Connecticut 06085
Closed,5/8/2020,680158,,To Be Built,170103641,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,20 Long Meadow homesite 43 Drive  South Windsor Connecticut 06074
Closed,5/8/2020,415000,,Completed/Never Occupied,170215249,Sally Smirnoff,SMIRNOSA,Calcagni Real Estate,"18 Hillcrest Village, Lot 18   Southington Connecticut 06489"
Closed,5/8/2020,467920,,Under Construction,170216967,Richard F Corrado,CORRADOR,Coldwell Banker Realty,390 Four Bridges Road Road  Somers Connecticut 06071
Closed,5/8/2020,513000,,To Be Built,170220734,Brandon D'angelo,DANGELB,"Excel Realty, LLC",58 Yorkshire Court  Farmington Connecticut 06032
Closed,5/7/2020,471700,,Under Construction,170275743,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",89 Aspen Way   Southington Connecticut 06489
Closed,5/6/2020,322000,,Under Construction,170269721,Laura Kucharczyk,LKUCHARC,SalCal Real Estate Connections,187 Stillwell Drive  Plainville Connecticut 06062
Closed,5/5/2020,549900,,Completed/Never Occupied,170285727,Walter Nichols,NICHOLWA,Property World,54 Beach Shore Dr.   Milford Connecticut 06460
Closed,5/1/2020,275000,,Completed/Never Occupied,170179030,Nancy Addessio,ADDESSNA,"Showcase Realty, Inc.",lot 62 Heritage hill   Wolcott Connecticut 06716
Closed,5/1/2020,3750,,Under Construction,170266437,John R Lepore,LEPOREJ,Berkshire Hathaway NE Prop.,3 Arlington Road 301 West Hartford Connecticut 06107
Closed,5/1/2020,3250,,Completed/Never Occupied,170266447,John R Lepore,LEPOREJ,Berkshire Hathaway NE Prop.,3 Arlington Road 302 West Hartford Connecticut 06107
Closed,5/1/2020,4250,,Completed/Never Occupied,170266458,John R Lepore,LEPOREJ,Berkshire Hathaway NE Prop.,3 Arlington Road 103 West Hartford Connecticut 06107
Closed,5/1/2020,3750,,Completed/Never Occupied,170266466,John R Lepore,LEPOREJ,Berkshire Hathaway NE Prop.,3 Arlington Road 202 West Hartford Connecticut 06107
Closed,5/1/2020,3750,,Completed/Never Occupied,170266469,John R Lepore,LEPOREJ,Berkshire Hathaway NE Prop.,3 Arlington Road 201 West Hartford Connecticut 06107
Closed,5/1/2020,4200,,Completed/Never Occupied,170277776,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street 103 Westport Connecticut 06880
Closed,5/1/2020,3400,,Completed/Never Occupied,170277779,Mar Jennings,20030,Higgins Group Bedford Square,201 Main Street 104 Westport Connecticut 06880
Closed,4/30/2020,699900,,Completed/Never Occupied,170207310,Magda Ballaro,BALLAROM,William Raveis Real Estate,lot43 Shane Drive  Southbury Connecticut 06478
Closed,4/30/2020,820000,,To Be Built,170237830,Nicole M. DeFrancesco,Defrancn,Thomas Jacovino,6 Long Meadow homesite 45 Drive  South Windsor Connecticut 06074
Closed,4/30/2020,497179,,Under Construction,170256675,Brandon D'Angelo,DANGELB,Calcagni Real Estate,62 Yorkshire Court   Farmington Connecticut 06032
Closed,4/30/2020,690500,,Completed/Never Occupied,170267322,Tim M Dent,JDENT,Coldwell Banker Residential Brokerage,32 Great Hill Road   Ridgefield Connecticut 06877
Closed,4/30/2020,4500,,Completed/Never Occupied,170282745,Matt Murray,4451,Higgins Group Bedford Square,33 Elm Street 4 Westport Connecticut 06880
Closed,4/29/2020,428979,,To Be Built,170224026,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,17 Jessie Lane Lot 8 East Windsor Connecticut 06016
Closed,4/28/2020,423468,,To Be Built,170254244,Sally Smirnoff,SMIRNOSA,Calcagni Real Estate,93 Hillcrest Village; Lot 93   Southington Connecticut 06489
Closed,4/27/2020,303100,,To Be Built,170246669,Nancy Addessio,ADDESSNA,"Showcase Realty, Inc.",Lot 41 Heritage Hill   Wolcott Connecticut 06716
Closed,4/27/2020,437000,,Completed/Never Occupied,170253995,Arnold Peck,PECKAR,Property World,3 Hunters Run  Milford Connecticut 06460
Closed,4/24/2020,362430,,Under Construction,170149762,Alfred D Serrao,SERRAOA,Pulte Realty of Connecticut In,1047 St. Andrews Drive 6425 Oxford Connecticut 06478
Closed,4/24/2020,60000,,Completed/Never Occupied,170197281,Lauren Freedman,FREEDMANL,Coldwell Banker Res Brokerage,525 east main Street 70 Branford Connecticut 06405
